Event,Start time,End time,Building Name/Room Number,Website,Event Description/Agenda,Sponsoring Organization,Event Contact,Event Contact Position/Department,Event Contact Phone,Event Contact Email,Street Address,Latitude,Longitude,Location,Event Info Url,Classification
"Seattle University School of Theology and Ministry, Graduate Degrees? Info Session: Coffee & Campus Tour",08/16/2016 10:30:00 AM,08/16/2016 12:00:00 PM,Hunthausen Hall ,http://www.seattleu.edu/stm/admissions/infosessions/,, Ministry ,Colette Casavant ,,206-296-5333 ,casavant@seattleu.edu,901 12th Ave,47.61065,-122.31711,"(47.61065, -122.31711)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d115088799,education
SIFF Summer Filmmaking Camp (Production Design Focus),08/17/2016 09:00:00 AM,08/17/2016 03:00:00 PM,,http://www.siff.net/education,"Make a short film in just five days! It will be fast paced, but in small groups students will learn the basics of working together as a movie crew, writing scripts, directing actors, using accessible filmmaking technology, and digital editing. At the end of the week, your short film will be ""in the can"" and we will celebrate with a family screening in the SIFF Film Center Theater. Finished films will be uploaded to a group video link for parents to download and share the final products.<br /> <br /> Filmmaking Camp: Production Design Focus (Building Scenes, Sets, Shots, and Environments using Light, Cinematography, and Sound)<br /> August 15 - August 19<br /> 9:00am - 3:00pm, SIFF Film Center<br /> $325 / $300 SIFF Members<br /> Ages 10 - 13.<br /> <br /> Our August 15 Camp focuses on Production Design for youth filmmakers and the content will be accessible for introductory students as well as generative for repeat campers. The first couple days of camp cover production basics framed within the context of our weekly theme. On Wednesday a guest artist will join the students to engage in a mini masterclass around the craft and creativity of Production Design. The final two days, the campers will create their own short films in small groups.<br /> <br /> SIFF Summer Filmmaking Camps are taught by a professional film educator and four college-aged filmmaking mentors. Not only will students have a comprehensive experience of creating a film, but also enjoy the great open space of Seattle Center.<br /> <br /> All equipment is provided but students should expect to bring a sack lunch and their creativity for each day of the camp.<br /> <br /> Please email SIFF Education at <a href=""mailto:education@siff.net"" target=""_blank"">education@siff.net</a> if you have any questions about these camps. ",,SIFF Education ,,206.464.5830 ,education@siff.net,305 Harrison St,47.62208,-122.35398,"(47.62208, -122.35398)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d119149375,education
SIFF Summer Filmmaking Camp (Production Design Focus),08/18/2016 09:00:00 AM,08/18/2016 03:00:00 PM,,http://www.siff.net/education,"Make a short film in just five days! It will be fast paced, but in small groups students will learn the basics of working together as a movie crew, writing scripts, directing actors, using accessible filmmaking technology, and digital editing. At the end of the week, your short film will be ""in the can"" and we will celebrate with a family screening in the SIFF Film Center Theater. Finished films will be uploaded to a group video link for parents to download and share the final products.<br /> <br /> Filmmaking Camp: Production Design Focus (Building Scenes, Sets, Shots, and Environments using Light, Cinematography, and Sound)<br /> August 15 - August 19<br /> 9:00am - 3:00pm, SIFF Film Center<br /> $325 / $300 SIFF Members<br /> Ages 10 - 13.<br /> <br /> Our August 15 Camp focuses on Production Design for youth filmmakers and the content will be accessible for introductory students as well as generative for repeat campers. The first couple days of camp cover production basics framed within the context of our weekly theme. On Wednesday a guest artist will join the students to engage in a mini masterclass around the craft and creativity of Production Design. The final two days, the campers will create their own short films in small groups.<br /> <br /> SIFF Summer Filmmaking Camps are taught by a professional film educator and four college-aged filmmaking mentors. Not only will students have a comprehensive experience of creating a film, but also enjoy the great open space of Seattle Center.<br /> <br /> All equipment is provided but students should expect to bring a sack lunch and their creativity for each day of the camp.<br /> <br /> Please email SIFF Education at <a href=""mailto:education@siff.net"" target=""_blank"">education@siff.net</a> if you have any questions about these camps. ",,SIFF Education ,,206.464.5830 ,education@siff.net,305 Harrison St,47.62208,-122.35398,"(47.62208, -122.35398)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d119149376,education
"Toys of the '50s, '60s and '70s",08/18/2016 10:00:00 AM,08/18/2016 05:00:00 PM,,http://www.mohai.org/toys,"Gumby. Barbie. Slinky. Mr. Potato Head. Wham-O. Spirograph. These popular toys capture the craziness, joy, and sheer fun of being a kid. But beneath those nutty names are rich veins of nostalgia, memory, and history. Channel your inner child during the West Coast premiere of Toys of the &#8216;50s, &#8216;60s and &#8216;70s. #MOHAItoys ", Industry (MOHAI) ,MOHAI ,,206-324-1126 ,information@mohai.org,860 Terry Ave N,47.62759,-122.33661,"(47.62759, -122.33661)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118798621,education
Escape Your Everyday Travel Series,08/18/2016 05:30:00 PM,08/18/2016 07:30:00 PM,,http://evergreenescapes.com/events,"This free monthly adventure travel series brings travel experts to The Adventure Hub & Winery to share their experiences in some of the most exciting and unusual destinations for the adventurous traveler. Speakers will share photos, stories and practical travel tips on adventures ranging from exotic international destinations to local culinary and agricultural tours.<br /> <br /> Enjoy beverages from local wineries, breweries and distilleries and get advice from the experts on practical travel matters such as transportation, packing, planning your trip and more.<br /> <br /> Whether you are looking for ideas for your next big adventure or just enjoy learning something new about the world, the Escape Your Everyday Adventure Travel series is a monthly mind vacation to exciting destinations. ",EverGreen Escapes ,experience@evergreenescapes.com,,6318078180 ,,2960 4th Ave S,47.57587,-122.32789,"(47.57587, -122.32789)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d114850112,education
SIFF Summer Filmmaking Camp (Production Design Focus),08/19/2016 09:00:00 AM,08/19/2016 03:00:00 PM,,http://www.siff.net/education,"Make a short film in just five days! It will be fast paced, but in small groups students will learn the basics of working together as a movie crew, writing scripts, directing actors, using accessible filmmaking technology, and digital editing. At the end of the week, your short film will be ""in the can"" and we will celebrate with a family screening in the SIFF Film Center Theater. Finished films will be uploaded to a group video link for parents to download and share the final products.<br /> <br /> Filmmaking Camp: Production Design Focus (Building Scenes, Sets, Shots, and Environments using Light, Cinematography, and Sound)<br /> August 15 - August 19<br /> 9:00am - 3:00pm, SIFF Film Center<br /> $325 / $300 SIFF Members<br /> Ages 10 - 13.<br /> <br /> Our August 15 Camp focuses on Production Design for youth filmmakers and the content will be accessible for introductory students as well as generative for repeat campers. The first couple days of camp cover production basics framed within the context of our weekly theme. On Wednesday a guest artist will join the students to engage in a mini masterclass around the craft and creativity of Production Design. The final two days, the campers will create their own short films in small groups.<br /> <br /> SIFF Summer Filmmaking Camps are taught by a professional film educator and four college-aged filmmaking mentors. Not only will students have a comprehensive experience of creating a film, but also enjoy the great open space of Seattle Center.<br /> <br /> All equipment is provided but students should expect to bring a sack lunch and their creativity for each day of the camp.<br /> <br /> Please email SIFF Education at <a href=""mailto:education@siff.net"" target=""_blank"">education@siff.net</a> if you have any questions about these camps. ",,SIFF Education ,,206.464.5830 ,education@siff.net,305 Harrison St,47.62208,-122.35398,"(47.62208, -122.35398)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d119149377,education
"Toys of the '50s, '60s and '70s",08/19/2016 10:00:00 AM,08/19/2016 05:00:00 PM,,http://www.mohai.org/toys,"Gumby. Barbie. Slinky. Mr. Potato Head. Wham-O. Spirograph. These popular toys capture the craziness, joy, and sheer fun of being a kid. But beneath those nutty names are rich veins of nostalgia, memory, and history. Channel your inner child during the West Coast premiere of Toys of the &#8216;50s, &#8216;60s and &#8216;70s. #MOHAItoys ", Industry (MOHAI) ,MOHAI ,,206-324-1126 ,information@mohai.org,860 Terry Ave N,47.62759,-122.33661,"(47.62759, -122.33661)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118798622,education
"Toys of the '50s, '60s and '70s",08/20/2016 10:00:00 AM,08/20/2016 05:00:00 PM,,http://www.mohai.org/toys,"Gumby. Barbie. Slinky. Mr. Potato Head. Wham-O. Spirograph. These popular toys capture the craziness, joy, and sheer fun of being a kid. But beneath those nutty names are rich veins of nostalgia, memory, and history. Channel your inner child during the West Coast premiere of Toys of the &#8216;50s, &#8216;60s and &#8216;70s. #MOHAItoys ", Industry (MOHAI) ,MOHAI ,,206-324-1126 ,information@mohai.org,860 Terry Ave N,47.62759,-122.33661,"(47.62759, -122.33661)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118798623,education
"Toys of the '50s, '60s and '70s",08/21/2016 10:00:00 AM,08/21/2016 05:00:00 PM,,http://www.mohai.org/toys,"Gumby. Barbie. Slinky. Mr. Potato Head. Wham-O. Spirograph. These popular toys capture the craziness, joy, and sheer fun of being a kid. But beneath those nutty names are rich veins of nostalgia, memory, and history. Channel your inner child during the West Coast premiere of Toys of the &#8216;50s, &#8216;60s and &#8216;70s. #MOHAItoys ", Industry (MOHAI) ,MOHAI ,,206-324-1126 ,information@mohai.org,860 Terry Ave N,47.62759,-122.33661,"(47.62759, -122.33661)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118798624,education
"Toys of the '50s, '60s and '70s",08/22/2016 10:00:00 AM,08/22/2016 05:00:00 PM,,http://www.mohai.org/toys,"Gumby. Barbie. Slinky. Mr. Potato Head. Wham-O. Spirograph. These popular toys capture the craziness, joy, and sheer fun of being a kid. But beneath those nutty names are rich veins of nostalgia, memory, and history. Channel your inner child during the West Coast premiere of Toys of the &#8216;50s, &#8216;60s and &#8216;70s. #MOHAItoys ", Industry (MOHAI) ,MOHAI ,,206-324-1126 ,information@mohai.org,860 Terry Ave N,47.62759,-122.33661,"(47.62759, -122.33661)",http://www.seattle.gov/living-in-seattle/event-calendar?trumbaEmbed=view%3devent%26eventid%3d118798625,education
